id,best_version,times_written,variation_count,rating,sounds_like,maturity_rating,length_tag,subject_tags,style_tags,set_usage,all_variations
J1966,"Everyone sees something different I look better at a wider focal length. Makes me look like I have a jawline. That's why most women who like me have wide set eyes, I dunno. I like women with big noses and I fart a lot so I can never get a second date, I guess.",1,1,53,Bill Burr,PG-ish,medium,work/money,personal,,"Everyone sees something different I look better at a wider focal length. Makes me look like I have a jawline. That's why most women who like me have wide set eyes, I dunno. I like women with big noses and I fart a lot so I can never get a second date, I guess."
J1967,Pressure review Sep 26 Next year there's gonna be a buncha people with a buncha dicks watching Cooking in cars with Kamela. I'm trying to eat some unseasoned baklava tonight. Because I'm the horniest person here with blue hair. The only person who thinks about sex more than me is Jesus. Or maybe Cortney Michelle. Plug and chug!,1,1,57,Nikki Glaser,R / club material,medium,dating/sex | religion/spiritual | technology,relationship | personal,,Pressure review Sep 26 Next year there's gonna be a buncha people with a buncha dicks watching Cooking in cars with Kamela. I'm trying to eat some unseasoned baklava tonight. Because I'm the horniest person here with blue hair. The only person who thinks about sex more than me is Jesus. Or maybe Cortney Michelle. Plug and chug!
J1968,"Dating app where you flirt with an ai, the ai determines how you flirt and assigns it several values. It then suggests matches for you based on how other people flirt with the app. You then flirt with their ai avatar. If the avatar determines you are worth seeing it will let you talk to each other directly.",1,1,53,Nikki Glaser,PG-13,medium,dating/sex | technology,relationship | personal,,"Dating app where you flirt with an ai, the ai determines how you flirt and assigns it several values. It then suggests matches for you based on how other people flirt with the app. You then flirt with their ai avatar. If the avatar determines you are worth seeing it will let you talk to each other directly."
J1969,Man holding baby says I parked too close I tell baby I didn't park to close his dad parked his truck in a compact spot and now he's blaming other people for his mistakes. You're not gonna be like that are you bud? No you're not gonna blame others for your mistakes no you're not are ya bud?,1,1,53,Norm Macdonald,PG-ish,medium,family | drugs/sobriety,personal,,Man holding baby says I parked too close I tell baby I didn't park to close his dad parked his truck in a compact spot and now he's blaming other people for his mistakes. You're not gonna be like that are you bud? No you're not gonna blame others for your mistakes no you're not are ya bud?
J1970,"Surprise fart This one's for the over sharers her, myself included. Don't talk about yourself. Let people learn about you. Instead of telling them about yourself, let them be surprised. (Fart) Now wasn't that so much funnier than if I had said, ""Oh look at me! I'm about to fart."" (Fart again) ""it doesn't have the same impact.""",1,1,53,Mitch Hedberg,PG-ish,medium,technology,personal,,"Surprise fart This one's for the over sharers her, myself included. Don't talk about yourself. Let people learn about you. Instead of telling them about yourself, let them be surprised. (Fart) Now wasn't that so much funnier than if I had said, ""Oh look at me! I'm about to fart."" (Fart again) ""it doesn't have the same impact."""
J1971,You can learn more about someone from an hour of play than in a month of conversation. That's when I ask a girl out our first date i invite her over to my house to play risk. And if it goes well I'll ask her out for a second date. To come back over and finish the game.,1,1,53,Mitch Hedberg,PG-ish,medium,misc/observational,personal,,You can learn more about someone from an hour of play than in a month of conversation. That's when I ask a girl out our first date i invite her over to my house to play risk. And if it goes well I'll ask her out for a second date. To come back over and finish the game.
J1972,"AZOMS contact info Sahuarita 16045 S Rancho Sahuarita Blvd Sahuarita, AZ 85629 Primary Contact for the onsite at Sahuarita Leslie Rigmaiden/Blanca Reyna Phone 520-745-2454 Hours Mon–Thur: 8:00 AM–4:30 PM Oro Valley 1876 E Innovation Park Drive Oro Valley, AZ 85755 Primary Contact for the onsite at Oro Valley Leslie Rigmaiden/Cynthia Haros Phone 520-745-2454 Hours Mon–Thur: 8:00 AM–4:30 PM.",1,1,53,Mitch Hedberg,PG-ish,long/story bit,technology,observational,,"AZOMS contact info Sahuarita 16045 S Rancho Sahuarita Blvd Sahuarita, AZ 85629 Primary Contact for the onsite at Sahuarita Leslie Rigmaiden/Blanca Reyna Phone 520-745-2454 Hours Mon–Thur: 8:00 AM–4:30 PM Oro Valley 1876 E Innovation Park Drive Oro Valley, AZ 85755 Primary Contact for the onsite at Oro Valley Leslie Rigmaiden/Cynthia Haros Phone 520-745-2454 Hours Mon–Thur: 8:00 AM–4:30 PM."
J1973,"High prostitute class Addict friend said she wants to be a high class prostitute I said high class prostitutes gotta be classy. Maybe she could teach a high prostitute class. She's great at getting high, but I'm just saying she never went to cotillion. That's what classy people call manners class. You would know that it you weren't peasants.",1,1,60,Mitch Hedberg,PG-13,medium,technology,personal,,"High prostitute class Addict friend said she wants to be a high class prostitute I said high class prostitutes gotta be classy. Maybe she could teach a high prostitute class. She's great at getting high, but I'm just saying she never went to cotillion. That's what classy people call manners class. You would know that it you weren't peasants."
J1974,"Man or bear in the woods I'd be scared of the man who lives in the woods, too, but he probably fights off bears all the time. He's got home field advantage. My girlfriend told me she would pick the bear over a man. So I took her to hiking until we saw a bear and left her there.",1,1,60,Nikki Glaser,PG-ish,medium,dating/sex,relationship | personal,,"Man or bear in the woods I'd be scared of the man who lives in the woods, too, but he probably fights off bears all the time. He's got home field advantage. My girlfriend told me she would pick the bear over a man. So I took her to hiking until we saw a bear and left her there."
J1975,"Programming the perfect ai girlfriend Based on my Ex. She was amazing at pretending to be a good girlfriend. People are afraid of a future where ai will rig our elections, turn us against each other, and tear our society apart. But social media has been doing that for over twenty years and now we can't live without it.",1,1,60,Nikki Glaser,PG-ish,medium,dating/sex | technology,relationship | personal,,"Programming the perfect ai girlfriend Based on my Ex. She was amazing at pretending to be a good girlfriend. People are afraid of a future where ai will rig our elections, turn us against each other, and tear our society apart. But social media has been doing that for over twenty years and now we can't live without it."
J1976,"Public school teachers We all had some amazing teachers that helped us find our purpose in life. Remember yours? No? Do you remember the crazy ones? Most teachers are great, but they all get paid the same and it's embarrassing. If you went to public school. You were influenced by the crazy ones as much as the amazing ones.",1,1,60,John Mulaney,PG-13,medium,pop culture | technology,personal,,"Public school teachers We all had some amazing teachers that helped us find our purpose in life. Remember yours? No? Do you remember the crazy ones? Most teachers are great, but they all get paid the same and it's embarrassing. If you went to public school. You were influenced by the crazy ones as much as the amazing ones."
